ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
1011	92	SPOIL (SOMEBODY OR SOMETHING)	fra-qistjan	 umbringen; verderben	verderben	verderben-2
1012	92	SPOIL (SOMEBODY OR SOMETHING)	us-qistjan	 umbringen; verderben	verderben	verderben-3
1013	92	SPOIL (SOMEBODY OR SOMETHING)	riurjan	verderben	verderben	verderben-4
1014	92	SPOIL (SOMEBODY OR SOMETHING)	fra-wairþan	verderben	verderben	verderben-5
1015	92	SPOIL (SOMEBODY OR SOMETHING)	fra-wardjan	verderben	verderben	verderben-6
1016	1378	SPOON				
1017	38	SPREAD OUT				
1018	849	SPRING (OF WATER)				
1019	1537	SPRINGTIME				
1020	1628	SQUIRREL				
1021	1442	STAND				
1022	570	STAND UP	ur-reisan	erstehn;  sich erheben	 sich erheben	sicherheben-1
1023	570	STAND UP	us-standan	sich erheben;  aufbrechen;  auferstehn	sich erheben	sicherheben-2
1024	1430	STAR	stairno	Stern	Stern	Stern-1
1025	2955	STATE (POLITICS)				
1026	713	STEAL	hlifan	stehlen	stehlen	stehlen-1
1027	713	STEAL	stilan	stehlen	stehlen	stehlen-2
1028	2065	STEP (VERB)				
1029	1295	STICK				
1030	2919	STILL (CONTINUING)	nauh	noch	noch	noch-1
1031	2919	STILL (CONTINUING)	nauhþan	noch	noch	noch-2
1032	2919	STILL (CONTINUING)	nauhþanuh	noch	noch	noch-3
1033	2919	STILL (CONTINUING)	þanaseiþs	weiter;  noch	 noch	noch-4
1034	571	STING				
1035	1774	STINGY				
1036	696	STIR				
1037	819	STOMACH	qiþus	Magen;  Mutterschoß	Magen	Magen-1
1038	857	STONE	stains	Stein	Stein	Stein-1
1039	2060	STORY	insahts	Erzählung;  Aussage;  Zeugnis	Erzählung	Erzahlung-1
1040	859	STOVE	auhns*	Ofen	Ofen	Ofen-1
1041	2973	STRAP	skaudaraip	Riemen	Riemen	Riemen-1
1042	2858	STREAM (FLOW CONTINUOUSLY)				
1043	202	STRENGTH	swinþei	 Kraft; Stärke	Stärke	Starke-1
1044	3308	STRIKE (SOMEONE)	bliggwan	schlagen	schlagen	schlagen-1
1045	3308	STRIKE (SOMEONE)	slahan	schlagen	schlagen	schlagen-2
1046	3309	STRIKE (SOMETHING)				
1047	362	STRING				
1048	2993	STROKE (OF PEN)	striks	Strich	Strich	Strich-1
1049	2993	STROKE (OF PEN)	writs	Strich	Strich	Strich-2
1050	785	STRONG	abrs	stark;  heftig	stark	stark-1
1051	785	STRONG	swinþs	stark;  gesund;  kräftig	stark	stark-2
1052	1518	STUPID				
1053	1112	SUCCEED				
1054	2920	SUDDENLY	anaks	plötzlich	plötzlich	plotzlich-1
1055	2920	SUDDENLY	suns	 plötzlich; alsbald;  auf einmal	 plötzlich	plotzlich-2
1056	2920	SUDDENLY	unweniggo	 plötzlich; unerwartet	 plötzlich	plotzlich-3
1057	1342	SUMMER	asans	Sommer	Sommer	Sommer-1
1058	1614	SUMMIT				
1059	1343	SUN	sauïl	Sonne	Sonne	Sonne-1
1060	1343	SUN	sunno	Sonne	Sonne	Sonne-2
1061	1699	SUNDAY				
1062	2994	SUPPORT (OF OBJECT)				
1063	897	SWALLOW				
1064	1145	SWAMP				
1065	2837	SWAN				
1066	2974	SWARM (OF BIRDS)				
1067	573	SWAY				
1068	230	SWEEP				
1069	717	SWEET				
1070	1439	SWIM				
1071	3055	SWINDLE				
1072	2871	SWING (MOVEMENT)				
1073	2901	SWING (SOMETHING)				
1074	1775	TABLE	biuþs*	Tisch	Tisch	Tisch-1
1075	1775	TABLE	mes	Tisch;  Schüssel;  Platte;  Kelter	Tisch	Tisch-2
1076	1220	TAIL				
1077	1749	TAKE	niman	 fangen; nehmen;  annehmen;  aufnehmen;  empfangen	nehmen	nehmen-1
1078	1749	TAKE	fra-niman	nehmen	nehmen	nehmen-2
1079	2708	TALK	maþljan	reden	reden	reden-1
1080	2708	TALK	rodjan	 reden; sprechen	 reden	reden-2
1081	2190	TASTE				
1082	21	TASTE (SOMETHING)	kausjan	kosten;  kennen lernen	kosten	kosten-1
1083	1813	TASTY				
1084	1373	TEA				
1085	709	TEACH	laisjan	lehren	lehren	lehren-1
1086	709	TEACH	ga-laisjan	lehren	lehren	lehren-2
1087	709	TEACH	talzjan	 ziehen; lehren;  unterrichten	lehren	lehren-3
1088	709	TEACH	talzjan	 ziehen; lehren;  unterrichten	 unterrichten	unterrichten-1
1089	1038	TEACHER	laisareis	Lehrer	Lehrer	Lehrer-1
1090	1038	TEACHER	talzjands	Lehrer	Lehrer	Lehrer-2
1091	1651	TEAR (OF EYE)	tagr	Zähre;  Träne	 Träne	Trane-1
1092	1735	TEAR (SHRED)	dis-hniupan	zerreißen	zerreißen	zerreien-1
1093	1735	TEAR (SHRED)	dis-hnupnan	zerreißen	zerreißen	zerreien-2
1094	1735	TEAR (SHRED)	dis-skritnan	zerreißen	zerreißen	zerreien-3
1095	1735	TEAR (SHRED)	dis-tairan	zerreißen	zerreißen	zerreien-4
1096	1735	TEAR (SHRED)	ga-tairan	 zerstören;  aufheben; zerreißen	zerreißen	zerreien-5
1097	1735	TEAR (SHRED)	dis-taurnan	zerreißen	zerreißen	zerreien-6
1098	1735	TEAR (SHRED)	af-taurnan	abreißen	abreißen	abreien-1
1099	1711	TELL	us-spillon	verkünden;  erzählen	 erzählen	erzahlen-1
1100	1711	TELL	waila-spillon	verkünden;  erzählen	 erzählen	erzahlen-2
1101	1515	TEN	taihun	zehn	zehn	zehn-1
1102	1137	TENDON				
1103	78	THAT	jains	jener	jener	jener-1
1104	2887	THAW (DEW)				
1105	2921	THEN	þan	 darauf; dann	dann	dann-1
1106	1937	THERE	ei	da	da	da-1
1107	1937	THERE	þaruh	da	da	da-2
1108	1937	THERE	jainar	an jenem Ort;  dort	 dort	dort-1
1109	1937	THERE	þar	dort	dort	dort-2
1110	817	THEY				
1111	1244	THICK				
1112	2249	THIN (OF SHAPE OF OBJECT)				
1113	1400	THIN (SLIM)				
1114	738	THING	waihts	Ding;  Sache;  Etwas	Ding	Ding-1
1115	738	THING	waihts	Ding;  Sache;  Etwas	 Sache	Sache-1
1116	1415	THINK (REFLECT)	fraþjan	denken	denken	denken-1
1117	1415	THINK (REFLECT)	hugjan	 meinen; denken	denken	denken-2
1118	1415	THINK (REFLECT)	miton	 denken; ermessen;  überlegen	 denken	denken-3
1119	1415	THINK (REFLECT)	þagkjan	denken;  überlegen	denken	denken-4
1120	1859	THIRD	þridja	der dritte	der dritte	derdritte-1
1121	1715	THIRTY				
1122	1214	THIS	hi-	dieser	dieser	dieser-1
1123	1214	THIS	himma, hina	dieser	dieser	dieser-2
1124	1214	THIS	hita	dieser	dieser	dieser-3
1125	1214	THIS	sa	 dieser; der	 dieser	dieser-4
1126	1214	THIS	so	 dieser; der	 dieser	dieser-5
1127	1214	THIS	þata	 dieser; der	 dieser	dieser-6
1128	2923	THITHER (THERE TO)	jaind	dorthin	dorthin	dorthin-1
1129	2923	THITHER (THERE TO)	jaindre	dorthin	dorthin	dorthin-2
1130	1215	THOU	du	du	du	du-1
1131	1215	THOU	þu	du	du	du-2
1132	1215	THOU	izwizei	der du	der du	derdu-1
1133	1215	THOU	þuei	der du	der du	derdu-2
1134	2975	THOUGHT	gamitons	Gedanke	Gedanke	Gedanke-1
1135	2975	THOUGHT	mitons	 Gedanke; Überlegung	 Gedanke	Gedanke-2
1136	2975	THOUGHT	muns	Gedanke;  Meinung	Gedanke	Gedanke-3
1137	1843	THOUSAND	þūsundi	tausend	tausend	tausend-1
1138	1161	THREAD				
1139	492	THREE	þreis*	drei	drei	drei-1
1140	1346	THROAT				
1141	97	THROUGH	þairh	durch	durch	durch-1
1142	1456	THROW	wairpan	werfen	werfen	werfen-1
1143	1150	THUNDER	þeiƕo	Donner	Donner	Donner-1
1144	2378	THUNDER (VERB)				
1145	1693	THURSDAY				
1146	1917	TIE	ga-bindan	binden	binden	binden-1
1147	2891	TIE UP (TETHER)				
1148	892	TIME	aiws	Zeit;  Ewigkeit	Zeit	Zeit-1
1149	892	TIME	alds	 Zeit; Menschenalter	 Zeit	Zeit-2
1150	892	TIME	ƕeila	 Zeit; Weile;  Stunde	 Zeit	Zeit-3
1151	892	TIME	mel	Zeit;  Stunde	Zeit	Zeit-4
1152	892	TIME	þeihs	Zeit	Zeit	Zeit-5
1153	2888	TINKLE				
1154	2992	TIP (OF OBJECT)				
1155	1283	TODAY				
1156	1389	TOE				
1157	2482	TOGETHER	samana	zusammen;  zugleich	zusammen	zusammen-1
1158	2482	TOGETHER	samaþ	 zusammen; nach einem und demselben Ort hin	 zusammen	zusammen-2
1159	1329	TOMORROW	gistradagis	morgen	morgen	morgen-1
1160	2995	TONE (MUSIC)				
1161	1205	TONGUE	tuggo	Zunge	Zunge	Zunge-1
1162	1380	TOOTH	tunþus	Zahn	Zahn	Zahn-1
1163	1892	TOUCH	at-tekan	berühren	berühren	beruhren-1
1164	1021	TOWEL				
1165	1391	TOWN	baurgs	Turm;  Burg;  Stadt	 Stadt	Stadt-1
1166	1391	TOWN	haims*	Stadt	Stadt	Stadt-2
1167	2906	TRANSLATE	ufar-leiþan	übersetzen	übersetzen	ubersetzen-1
1168	1075	TRAP (PITFALL)				
1169	906	TREE	bagms	Baum	Baum	Baum-1
1170	344	TREE TRUNK	fadrein	Abkunft;  Geschlecht;  Stamm	 Stamm	Stamm-1
1171	344	TREE TRUNK	kuni	Geschlecht;  Stamm	 Stamm	Stamm-2
1172	809	TROUSERS				
1173	1657	TRUE	sunjeins	wahr;  wahrhaft	wahr	wahr-1
1174	1638	TRUTH	sunja	Wahrheit	Wahrheit	Wahrheit-1
1175	1812	TRY	fraisan	versuchen	versuchen	versuchen-1
1176	1812	TRY	us-fraisan	versuchen	versuchen	versuchen-2
1177	2956	TUBE	raus	Rohr	Rohr	Rohr-1
1178	1695	TUESDAY				
1179	2894	TUMBLE (FALL DOWN)	ga-driusan	hinfallen	hinfallen	hinfallen-1
1180	1445	TURN (SOMETHING)	wandjan	wenden	wenden	wenden-1
1181	1445	TURN (SOMETHING)	ga-wandjan	wenden	wenden	wenden-2
1182	1707	TWELVE	twalif	zwölf	zwölf	zwolf-1
1183	1710	TWENTY				
1184	3222	TWIG	tains	Zweig	Zweig	Zweig-1
1185	2889	TWINKLE				
1186	1498	TWO				
1187	1327	UNCLE				
1188	1536	UNDERSTAND				
1189	1755	UNDRESS				
1190	1591	UP	iup	aufwärts	aufwärts	aufwarts-1
1191	471	UPPER LEG (THIGH)				
1192	2881	URGE (SOMEONE)				
1193	1924	VEIN				
1194	1311	VERY	abraba	sehr	sehr	sehr-1
1195	930	VILLAGE	weihs	heilig; Dorf;  Weiler	Dorf	Dorf-1
1196	2976	VIOLENCE	waldufni	Gewalt;  Macht über	Gewalt	Gewalt-1
1197	1868	VISIBLE				
1198	1377	VISIT	ga-weison	 besorgen; heimsuchen;  besuchen	 besuchen	besuchen-1
1199	1363	VOICE	stibna	Stimme	Stimme	Stimme-1
1200	1590	WAIT (FOR)	wenjan	warten;  hoffen auf 	warten	warten-1
1201	1602	WAKE UP	ga-waknan	erwachen	erwachen	erwachen-1
1202	3174	WAKE UP (SOMEONE)				
1203	1443	WALK	gaggan	gehen	gehen	gehen-1
1204	1443	WALK	þragjan	laufen	laufen	laufen-2
1205	2979	WALK (MANNER)	sinþs*	Gang	Gang	Gang-1
1206	2890	WALK (TAKE A WALK)				
1207	1784	WANT	munan	meinen;  glauben;  dafür halten; etw. zu tun gedenken;  wollen	 wollen	wollen-1
1208	1784	WANT	wiljan	wollen	wollen	wollen-2
1209	935	WAR				
1210	2957	WARE				
1211	1232	WARM				
1212	1453	WASH				
1213	3371	WASH (ONESELF)				
1214	1650	WATCH				
1215	948	WATER	wato	Wasser	Wasser	Wasser-1
1216	978	WAVE				
1217	1212	WE	weis	wir	wir	wir-1
1218	1601	WEAK	lasiws	schwach	schwach	schwach-1
1219	1601	WEAK	siuks	 schwach; krank	 schwach	schwach-2
1220	1601	WEAK	unmahteigs	 schwach; ohnmächtig	 schwach	schwach-3
1221	2996	WEALTH	gabei	Reichtum	Reichtum	Reichtum-1
1222	952	WEATHER				
1223	1694	WEDNESDAY				
1224	1469	WEEK				
1225	2466	WEIGHT				
1226	954	WELL	brunna	Brunnen	Brunnen	Brunnen-1
1227	1817	WEST	saggqa	Untergang;  Westen	 Westen	Westen-1
1228	1726	WET				
1229	1236	WHAT	ƕe	wem;  mit wem;  womit	 womit	womit-1
1230	1237	WHERE	ƕar	wo	wo	wo-1
1231	1237	WHERE	þarei	wo	wo	wo-2
1232	1025	WHISTLE				
1233	1335	WHITE	ƕeits	weiß	weiß	wei-1
1234	1335	WHITE	lais	 weiß	 weiß	wei-2
1235	2928	WHITHER (WHERE TO)	ƕad	wohin	wohin	wohin-1
1236	2928	WHITHER (WHERE TO)	ƕadre	wohin	wohin	wohin-2
1237	2928	WHITHER (WHERE TO)	ƕaþ	wohin	wohin	wohin-3
1238	2928	WHITHER (WHERE TO)	þadei	wohin	wohin	wohin-4
1239	1235	WHO	ƕarjis	wer	wer	wer-1
1240	1235	WHO	ƕas	wer?	wer?	wer-2
1241	1235	WHO	ƕe	wem;  mit wem;  womit	 mit wem	mitwem-1
1242	1270	WHY				
1243	1243	WIDE	braiþs	breit	breit	breit-1
1244	1199	WIFE				
1245	818	WILLOW				
1246	866	WIN				
1247	960	WIND	winds	Wind	Wind	Wind-1
1248	1375	WINDOW	augadauro	Fenster	Fenster	Fenster-1
1249	1257	WING				
1250	1471	WINTER				
1251	1454	WIPE	af-swairban	 auslöschen; abwischen	abwischen	abwischen-1
1252	1454	WIPE	bi-swairban	abwischen;  abtrocknen mit	abwischen	abwischen-2
1253	522	WOLF	wulfs	Wolf	Wolf	Wolf-1
1254	962	WOMAN	qino	femina;  Weib	 Weib	Weib-1
1255	1803	WOOD	triu	Holz;  Prügel	Holz	Holz-1
1256	964	WOOL	wulla	Wolle	Wolle	Wolle-1
1257	1599	WORD	waurd	Wort	Wort	Wort-1
1258	1086	WORK (ACTIVITY)	arbaidjan	arbeiten;  dulden	arbeiten	arbeiten-1
1259	984	WORK (LABOUR)	arbaiþs	 Drangsal; Arbeit	Arbeit	Arbeit-1
1260	2977	WORKER	waurstwa	Arbeiter	Arbeiter	Arbeiter-1
1261	2977	WORKER	waurstwja	Arbeiter	Arbeiter	Arbeiter-2
1262	965	WORLD	fairƕus	Welt	Welt	Welt-1
1263	965	WORLD	manaseþs	Welt;  Menschheit	Welt	Welt-2
1264	1219	WORM	maþa	Wurm	Wurm	Wurm-1
1265	1219	WORM	waurms	Wurm;  Schlange	Wurm	Wurm-2
1266	1109	WOUND	banja*	Schlag;  Wunde	 Wunde	Wunde-1
1267	1113	WRAP				
1268	1672	WRITE	meljan	schreiben	schreiben	schreiben-1
1269	1672	WRITE	ga-meljan	schreiben	schreiben	schreiben-2
1270	1226	YEAR	ataþni*	Jahr	Jahr	Jahr-1
1271	1226	YEAR	jer	Jahr	Jahr	Jahr-2
1272	1226	YEAR	wintrus	Jahr	Jahr	Jahr-3
1273	1424	YELLOW				
1274	1174	YESTERDAY				
1275	1213	YOU	jūs	ihr	ihr	ihr-1
1276	1213	YOU	*seins	 ihr; sein	 ihr	ihr-2
1277	1207	YOUNG	juggs	jung;  jugendlich	jung	jung-1
